name,form,unique_name,ndex,galar_dex,ioa_dex,ct_dex,paldea_dex,tm_dex,type1,type2,hp,atk,def,spa,spd,spe,egg_group1,egg_group2,gender_ratio,ability1,ability2,hidden_ability,egg_cycles,url
Hawlucha,,hawlucha,701,320,,,301,,Fighting,Flying,78,92,75,74,63,118,Flying,Human-Like,Equal,Limber,Unburden,Mold Breaker,20,https://pokemondb.net/pokedex/hawlucha
Dedenne,,dedenne,702,,103,,200,,Electric,Fairy,67,58,57,81,67,101,Fairy,Field,Equal,Cheek Pouch,Pickup,Plus,20,https://pokemondb.net/pokedex/dedenne
Carbink,,carbink,703,,,128,,167,Rock,Fairy,50,50,150,50,150,50,Fairy,Mineral,Genderless,Clear Body,,Sturdy,25,https://pokemondb.net/pokedex/carbink
Goomy,,goomy,704,389,60,,172,178,Dragon,,45,50,35,55,75,40,Dragon,,Equal,Sap Sipper,Hydration,Gooey,40,https://pokemondb.net/pokedex/goomy
Sliggoo,,sliggoo,705,390,61,,173,179,Dragon,,68,75,53,83,113,60,Dragon,,Equal,Sap Sipper,Hydration,Gooey,40,https://pokemondb.net/pokedex/sliggoo
Sliggoo,Hisuian Sliggoo,sliggoo-hisui,705,390,61,,173,179,Steel,Dragon,58,75,83,83,113,40,Dragon,,Equal,Sap Sipper,Shell Armor,Gooey,40,https://pokemondb.net/pokedex/sliggoo
Goodra,,goodra,706,391,62,,174,180,Dragon,,90,100,70,110,150,80,Dragon,,Equal,Sap Sipper,Hydration,Gooey,40,https://pokemondb.net/pokedex/goodra
Goodra,Hisuian Goodra,goodra-hisui,706,391,62,,174,180,Steel,Dragon,80,100,100,110,150,60,Dragon,,Equal,Sap Sipper,Shell Armor,Gooey,40,https://pokemondb.net/pokedex/goodra
Klefki,,klefki,707,,28,,240,,Steel,Fairy,57,80,91,80,87,75,Mineral,,Equal,Prankster,,Magician,20,https://pokemondb.net/pokedex/klefki
Phantump,,phantump,708,338,,33,,68,Ghost,Grass,43,70,48,50,60,38,Amorphous,Grass,Equal,Natural Cure,Frisk,Harvest,20,https://pokemondb.net/pokedex/phantump
Trevenant,,trevenant,709,339,,34,,69,Ghost,Grass,85,110,76,65,82,56,Amorphous,Grass,Equal,Natural Cure,Frisk,Harvest,20,https://pokemondb.net/pokedex/trevenant
Pumpkaboo,Average Size,pumpkaboo-average,710,191,,,,,Ghost,Grass,49,66,70,44,55,51,Amorphous,,Equal,Pickup,Frisk,Insomnia,20,https://pokemondb.net/pokedex/pumpkaboo
Pumpkaboo,Small Size,pumpkaboo-small,710,191,,,,,Ghost,Grass,44,66,70,44,55,56,Amorphous,,Equal,Pickup,Frisk,Insomnia,20,https://pokemondb.net/pokedex/pumpkaboo
Pumpkaboo,Large Size,pumpkaboo-large,710,191,,,,,Ghost,Grass,54,66,70,44,55,46,Amorphous,,Equal,Pickup,Frisk,Insomnia,20,https://pokemondb.net/pokedex/pumpkaboo
Pumpkaboo,Super Size,pumpkaboo-super,710,191,,,,,Ghost,Grass,59,66,70,44,55,41,Amorphous,,Equal,Pickup,Frisk,Insomnia,20,https://pokemondb.net/pokedex/pumpkaboo
Gourgeist,Average Size,gourgeist-average,711,192,,,,,Ghost,Grass,65,90,122,58,75,84,Amorphous,,Equal,Pickup,Frisk,Insomnia,20,https://pokemondb.net/pokedex/gourgeist
Gourgeist,Small Size,gourgeist-small,711,192,,,,,Ghost,Grass,55,85,122,58,75,99,Amorphous,,Equal,Pickup,Frisk,Insomnia,20,https://pokemondb.net/pokedex/gourgeist
Gourgeist,Large Size,gourgeist-large,711,192,,,,,Ghost,Grass,75,95,122,58,75,69,Amorphous,,Equal,Pickup,Frisk,Insomnia,20,https://pokemondb.net/pokedex/gourgeist
Gourgeist,Super Size,gourgeist-super,711,192,,,,,Ghost,Grass,85,100,122,58,75,54,Amorphous,,Equal,Pickup,Frisk,Insomnia,20,https://pokemondb.net/pokedex/gourgeist
Bergmite,,bergmite,712,358,,142,363,,Ice,,55,69,85,32,35,28,Mineral,Monster,Equal,Own Tempo,Ice Body,Sturdy,20,https://pokemondb.net/pokedex/bergmite
Avalugg,,avalugg,713,359,,143,364,,Ice,,95,117,184,44,46,28,Mineral,Monster,Equal,Own Tempo,Ice Body,Sturdy,20,https://pokemondb.net/pokedex/avalugg
Avalugg,Hisuian Avalugg,avalugg-hisui,713,359,,143,364,,Ice,Rock,95,127,184,34,36,38,Mineral,Monster,Equal,Strong Jaw,Ice Body,Sturdy,20,https://pokemondb.net/pokedex/avalugg
Noibat,,noibat,714,176,,181,303,88,Flying,Dragon,40,30,35,45,40,55,Dragon,Flying,Equal,Frisk,Infiltrator,Telepathy,20,https://pokemondb.net/pokedex/noibat
Noivern,,noivern,715,177,,182,304,89,Flying,Dragon,85,70,80,97,80,123,Dragon,Flying,Equal,Frisk,Infiltrator,Telepathy,20,https://pokemondb.net/pokedex/noivern
Xerneas,,xerneas,716,,,,,,Fairy,,126,131,95,131,98,99,Undiscovered,,Genderless,Fairy Aura,,,120,https://pokemondb.net/pokedex/xerneas
Yveltal,,yveltal,717,,,,,,Dark,Flying,126,131,95,131,98,99,Undiscovered,,Genderless,Dark Aura,,,120,https://pokemondb.net/pokedex/yveltal
Zygarde,50% Forme,zygarde-50,718,,,,,,Dragon,Ground,108,100,121,81,95,95,Undiscovered,,Genderless,Aura Break,Power Construct,,120,https://pokemondb.net/pokedex/zygarde
Zygarde,10% Forme,zygarde-10,718,,,,,,Dragon,Ground,54,100,71,61,85,115,Undiscovered,,Genderless,Aura Break,Power Construct,,120,https://pokemondb.net/pokedex/zygarde
Zygarde,Complete Forme,zygarde-complete,718,,,,,,Dragon,Ground,216,100,121,91,95,85,Undiscovered,,Genderless,Power Construct,,,120,https://pokemondb.net/pokedex/zygarde
Diancie,,diancie,719,,,,,,Rock,Fairy,50,100,150,100,150,50,Undiscovered,,Genderless,Clear Body,,,25,https://pokemondb.net/pokedex/diancie
Hoopa,Hoopa Confined,hoopa-confined,720,,,,,,Psychic,Ghost,80,110,60,150,130,70,Undiscovered,,Genderless,Magician,,,120,https://pokemondb.net/pokedex/hoopa
Hoopa,Hoopa Unbound,hoopa-unbound,720,,,,,,Psychic,Dark,80,160,60,170,130,80,Undiscovered,,Genderless,Magician,,,120,https://pokemondb.net/pokedex/hoopa
Volcanion,,volcanion,721,,,,,,Fire,Water,80,110,120,130,90,70,Undiscovered,,Genderless,Water Absorb,,,120,https://pokemondb.net/pokedex/volcanion
Rowlet,,rowlet,722,,,,,,Grass,Flying,68,55,55,50,50,42,Flying,,Male 7:1,Overgrow,,Long Reach,15,https://pokemondb.net/pokedex/rowlet
Dartrix,,dartrix,723,,,,,,Grass,Flying,78,75,75,70,70,52,Flying,,Male 7:1,Overgrow,,Long Reach,15,https://pokemondb.net/pokedex/dartrix
Decidueye,,decidueye,724,,,,,,Grass,Ghost,78,107,75,100,100,70,Flying,,Male 7:1,Overgrow,,Long Reach,15,https://pokemondb.net/pokedex/decidueye
Decidueye,Hisuian Decidueye,decidueye-hisui,724,,,,,,Grass,Fighting,88,112,80,95,95,60,Flying,,Male 7:1,Overgrow,,Scrappy,15,https://pokemondb.net/pokedex/decidueye
Litten,,litten,725,,,,,,Fire,,45,65,40,60,40,70,Field,,Male 7:1,Blaze,,Intimidate,15,https://pokemondb.net/pokedex/litten
Torracat,,torracat,726,,,,,,Fire,,65,85,50,80,50,90,Field,,Male 7:1,Blaze,,Intimidate,15,https://pokemondb.net/pokedex/torracat
Incineroar,,incineroar,727,,,,,,Fire,Dark,95,115,90,80,90,60,Field,,Male 7:1,Blaze,,Intimidate,15,https://pokemondb.net/pokedex/incineroar
Popplio,,popplio,728,,,,,,Water,,50,54,54,66,56,40,Field,Water 1,Male 7:1,Torrent,,Liquid Voice,15,https://pokemondb.net/pokedex/popplio
Brionne,,brionne,729,,,,,,Water,,60,69,69,91,81,50,Field,Water 1,Male 7:1,Torrent,,Liquid Voice,15,https://pokemondb.net/pokedex/brionne
Primarina,,primarina,730,,,,,,Water,Fairy,80,74,74,126,116,60,Field,Water 1,Male 7:1,Torrent,,Liquid Voice,15,https://pokemondb.net/pokedex/primarina
Pikipek,,pikipek,731,,,,,,Normal,Flying,35,75,30,30,30,65,Flying,,Equal,Keen Eye,Skill Link,Pickup,15,https://pokemondb.net/pokedex/pikipek
Trumbeak,,trumbeak,732,,,,,,Normal,Flying,55,85,50,40,50,75,Flying,,Equal,Keen Eye,Skill Link,Pickup,15,https://pokemondb.net/pokedex/trumbeak
Toucannon,,toucannon,733,,,,,,Normal,Flying,80,120,75,75,75,60,Flying,,Equal,Keen Eye,Skill Link,Sheer Force,15,https://pokemondb.net/pokedex/toucannon
Yungoos,,yungoos,734,,,,27,,Normal,,48,70,30,30,30,45,Field,,Equal,Strong Jaw,Stakeout,Adaptability,15,https://pokemondb.net/pokedex/yungoos
Gumshoos,,gumshoos,735,,,,28,,Normal,,88,110,60,55,60,45,Field,,Equal,Strong Jaw,Stakeout,Adaptability,15,https://pokemondb.net/pokedex/gumshoos
Grubbin,,grubbin,736,16,,,,112,Bug,,47,62,45,55,45,46,Bug,,Equal,Swarm,,,15,https://pokemondb.net/pokedex/grubbin
Charjabug,,charjabug,737,17,,,,113,Bug,Electric,57,82,95,55,75,36,Bug,,Equal,Battery,,,15,https://pokemondb.net/pokedex/charjabug
Vikavolt,,vikavolt,738,18,,,,114,Bug,Electric,77,70,90,145,75,43,Bug,,Equal,Levitate,,,15,https://pokemondb.net/pokedex/vikavolt
Crabrawler,,crabrawler,739,,,,118,,Fighting,,47,82,57,42,47,63,Water 3,,Equal,Hyper Cutter,Iron Fist,Anger Point,20,https://pokemondb.net/pokedex/crabrawler
Crabominable,,crabominable,740,,,,119,,Fighting,Ice,97,132,77,62,67,43,Water 3,,Equal,Hyper Cutter,Iron Fist,Anger Point,20,https://pokemondb.net/pokedex/crabominable
Oricorio,Baile Style,oricorio-baile,741,,,,100,115,Fire,Flying,75,70,70,98,70,93,Flying,,Female 3:1,Dancer,,,20,https://pokemondb.net/pokedex/oricorio
Oricorio,Pom-Pom Style,oricorio-pom-pom,741,,,,100,115,Electric,Flying,75,70,70,98,70,93,Flying,,Female 3:1,Dancer,,,20,https://pokemondb.net/pokedex/oricorio
Oricorio,Pa'u Style,oricorio-pau,741,,,,100,115,Psychic,Flying,75,70,70,98,70,93,Flying,,Female 3:1,Dancer,,,20,https://pokemondb.net/pokedex/oricorio
Oricorio,Sensu Style,oricorio-sensu,741,,,,100,115,Ghost,Flying,75,70,70,98,70,93,Flying,,Female 3:1,Dancer,,,20,https://pokemondb.net/pokedex/oricorio
Cutiefly,,cutiefly,742,187,,,,16,Bug,Fairy,40,45,40,55,40,84,Bug,Fairy,Equal,Honey Gather,Shield Dust,Sweet Veil,20,https://pokemondb.net/pokedex/cutiefly
Ribombee,,ribombee,743,188,,,,17,Bug,Fairy,60,55,60,95,70,124,Bug,Fairy,Equal,Honey Gather,Shield Dust,Sweet Veil,20,https://pokemondb.net/pokedex/ribombee
Rockruff,,rockruff,744,,157,,89,70,Rock,,45,65,40,30,40,60,Field,,Equal,Keen Eye,Vital Spirit,Steadfast,15,https://pokemondb.net/pokedex/rockruff
Rockruff,Own Tempo Rockruff,rockruff-dusk,744,,157,,89,70,Rock,,45,65,40,30,40,60,Field,,Equal,Own Tempo,,,15,https://pokemondb.net/pokedex/rockruff
Lycanroc,Midday Form,lycanroc-midday,745,,158,,90,71,Rock,,75,115,65,55,65,112,Field,,Equal,Keen Eye,Sand Rush,Steadfast,15,https://pokemondb.net/pokedex/lycanroc
Lycanroc,Midnight Form,lycanroc-midnight,745,,158,,90,71,Rock,,85,115,75,55,75,82,Field,,Equal,Keen Eye,Vital Spirit,No Guard,15,https://pokemondb.net/pokedex/lycanroc
Lycanroc,Dusk Form,lycanroc-dusk,745,,158,,90,71,Rock,,75,117,65,55,65,110,Field,,Equal,Tough Claws,,,15,https://pokemondb.net/pokedex/lycanroc
Wishiwashi,Solo Form,wishiwashi-solo,746,155,110,,,,Water,,45,20,20,25,25,40,Water 2,,Equal,Schooling,,,15,https://pokemondb.net/pokedex/wishiwashi
Wishiwashi,School Form,wishiwashi-school,746,155,110,,,,Water,,45,140,130,140,135,30,Water 2,,Equal,Schooling,,,15,https://pokemondb.net/pokedex/wishiwashi
Mareanie,,mareanie,747,307,127,,344,,Poison,Water,50,53,62,43,52,45,Water 1,,Equal,Merciless,Limber,Regenerator,20,https://pokemondb.net/pokedex/mareanie
Toxapex,,toxapex,748,308,128,,345,,Poison,Water,50,63,152,53,142,35,Water 1,,Equal,Merciless,Limber,Regenerator,20,https://pokemondb.net/pokedex/toxapex
Mudbray,,mudbray,749,84,,,272,129,Ground,,70,100,70,45,55,45,Field,,Equal,Own Tempo,Stamina,Inner Focus,20,https://pokemondb.net/pokedex/mudbray
Mudsdale,,mudsdale,750,85,,,273,130,Ground,,100,125,100,55,85,35,Field,,Equal,Own Tempo,Stamina,Inner Focus,20,https://pokemondb.net/pokedex/mudsdale
Dewpider,,dewpider,751,214,,91,,,Water,Bug,38,40,52,40,72,27,Bug,Water 1,Equal,Water Bubble,,Water Absorb,15,https://pokemondb.net/pokedex/dewpider
Araquanid,,araquanid,752,215,,92,,,Water,Bug,68,70,92,50,132,42,Bug,Water 1,Equal,Water Bubble,,Water Absorb,15,https://pokemondb.net/pokedex/araquanid
Fomantis,,fomantis,753,,17,,247,31,Grass,,40,55,35,50,35,35,Grass,,Equal,Leaf Guard,,Contrary,20,https://pokemondb.net/pokedex/fomantis
Lurantis,,lurantis,754,,18,,248,32,Grass,,70,105,90,80,90,45,Grass,,Equal,Leaf Guard,,Contrary,20,https://pokemondb.net/pokedex/lurantis
Morelull,,morelull,755,340,,,,,Grass,Fairy,40,35,55,65,75,15,Grass,,Equal,Illuminate,Effect Spore,Rain Dish,20,https://pokemondb.net/pokedex/morelull
Shiinotic,,shiinotic,756,341,,,,,Grass,Fairy,60,45,80,90,100,30,Grass,,Equal,Illuminate,Effect Spore,Rain Dish,20,https://pokemondb.net/pokedex/shiinotic
Salandit,,salandit,757,244,159,,120,168,Poison,Fire,48,44,40,71,40,77,Dragon,Monster,Male 7:1,Corrosion,,Oblivious,20,https://pokemondb.net/pokedex/salandit
Salazzle,,salazzle,758,245,160,,121,169,Poison,Fire,68,64,60,111,60,117,Dragon,Monster,Female only,Corrosion,,Oblivious,20,https://pokemondb.net/pokedex/salazzle
Stufful,,stufful,759,94,,,,,Normal,Fighting,70,75,50,45,50,50,Field,,Equal,Fluffy,Klutz,Cute Charm,15,https://pokemondb.net/pokedex/stufful
Bewear,,bewear,760,95,,,,,Normal,Fighting,120,125,80,55,60,60,Field,,Equal,Fluffy,Klutz,Unnerve,15,https://pokemondb.net/pokedex/bewear
Bounsweet,,bounsweet,761,52,,,81,,Grass,,42,30,38,30,38,32,Grass,,Female only,Leaf Guard,Oblivious,Sweet Veil,20,https://pokemondb.net/pokedex/bounsweet
Steenee,,steenee,762,53,,,82,,Grass,,52,40,48,40,48,62,Grass,,Female only,Leaf Guard,Oblivious,Sweet Veil,20,https://pokemondb.net/pokedex/steenee
Tsareena,,tsareena,763,54,,,83,,Grass,,72,120,98,50,98,72,Grass,,Female only,Leaf Guard,Queenly Majesty,Sweet Veil,20,https://pokemondb.net/pokedex/tsareena
Comfey,,comfey,764,,79,,,,Fairy,,51,52,90,82,110,100,Grass,,Female 3:1,Flower Veil,Triage,Natural Cure,20,https://pokemondb.net/pokedex/comfey
Oranguru,,oranguru,765,342,89,,313,,Normal,Psychic,90,60,80,90,110,60,Field,,Equal,Inner Focus,Telepathy,Symbiosis,20,https://pokemondb.net/pokedex/oranguru
Passimian,,passimian,766,343,90,,314,,Fighting,,100,120,90,40,60,80,Field,,Equal,Receiver,,Defiant,20,https://pokemondb.net/pokedex/passimian
Wimpod,,wimpod,767,232,124,,,,Bug,Water,25,35,40,20,30,80,Bug,Water 3,Equal,Wimp Out,,,20,https://pokemondb.net/pokedex/wimpod
Golisopod,,golisopod,768,233,125,,,,Bug,Water,75,125,140,60,90,40,Bug,Water 3,Equal,Emergency Exit,,,20,https://pokemondb.net/pokedex/golisopod
Sandygast,,sandygast,769,,133,,322,,Ghost,Ground,55,55,80,70,45,15,Amorphous,,Equal,Water Compaction,,Sand Veil,15,https://pokemondb.net/pokedex/sandygast
Palossand,,palossand,770,,134,,323,,Ghost,Ground,85,75,110,100,75,35,Amorphous,,Equal,Water Compaction,,Sand Veil,15,https://pokemondb.net/pokedex/palossand
Pyukumuku,,pyukumuku,771,156,,,,,Water,,55,60,130,30,130,5,Water 1,,Equal,Innards Out,,Unaware,15,https://pokemondb.net/pokedex/pyukumuku
Type: Null,,type-null,772,381,,,,,Normal,,95,95,95,95,95,59,Undiscovered,,Genderless,Battle Armor,,,120,https://pokemondb.net/pokedex/type-null
Silvally,,silvally,773,382,,,,,Normal,,95,95,95,95,95,95,Undiscovered,,Genderless,RKS System,,,120,https://pokemondb.net/pokedex/silvally
Minior,Meteor Form,minior-meteor,774,,,,,,Rock,Flying,60,60,100,60,100,60,Mineral,,Genderless,Shields Down,,,25,https://pokemondb.net/pokedex/minior
Minior,Core Form,minior-core,774,,,,,,Rock,Flying,60,100,60,100,60,120,Mineral,,Genderless,Shields Down,,,25,https://pokemondb.net/pokedex/minior
Komala,,komala,775,,,,315,,Normal,,65,115,65,75,95,65,Field,,Equal,Comatose,,,20,https://pokemondb.net/pokedex/komala
Turtonator,,turtonator,776,347,,,,,Fire,Dragon,60,78,135,91,85,36,Dragon,Monster,Equal,Shell Armor,,,20,https://pokemondb.net/pokedex/turtonator
Togedemaru,,togedemaru,777,348,,,,,Electric,Steel,65,98,63,40,73,96,Fairy,Field,Equal,Iron Barbs,Lightning Rod,Sturdy,10,https://pokemondb.net/pokedex/togedemaru
Mimikyu,,mimikyu,778,301,,46,239,189,Ghost,Fairy,55,90,80,50,105,96,Amorphous,,Equal,Disguise,,,20,https://pokemondb.net/pokedex/mimikyu
Bruxish,,bruxish,779,,,,335,,Water,Psychic,68,105,70,70,70,92,Water 2,,Equal,Dazzling,Strong Jaw,Wonder Skin,15,https://pokemondb.net/pokedex/bruxish
Drampa,,drampa,780,346,,,,,Normal,Dragon,78,60,85,135,91,36,Dragon,Monster,Equal,Berserk,Sap Sipper,Cloud Nine,20,https://pokemondb.net/pokedex/drampa
Dhelmise,,dhelmise,781,360,,162,,,Ghost,Grass,70,131,100,86,90,40,Mineral,,Genderless,Steelworker,,,25,https://pokemondb.net/pokedex/dhelmise
Jangmo-o,,jangmo-o,782,392,165,,,131,Dragon,,45,55,65,45,45,45,Dragon,,Equal,Bulletproof,Soundproof,Overcoat,40,https://pokemondb.net/pokedex/jangmo-o
Hakamo-o,,hakamo-o,783,393,166,,,132,Dragon,Fighting,55,75,90,65,70,65,Dragon,,Equal,Bulletproof,Soundproof,Overcoat,40,https://pokemondb.net/pokedex/hakamo-o
Kommo-o,,kommo-o,784,394,167,,,133,Dragon,Fighting,75,110,125,100,105,85,Dragon,,Equal,Bulletproof,Soundproof,Overcoat,40,https://pokemondb.net/pokedex/kommo-o
Tapu Koko,,tapu-koko,785,,,,,,Electric,Fairy,70,115,85,95,75,130,Undiscovered,,Genderless,Electric Surge,,Telepathy,15,https://pokemondb.net/pokedex/tapu-koko
Tapu Lele,,tapu-lele,786,,,,,,Psychic,Fairy,70,85,75,130,115,95,Undiscovered,,Genderless,Psychic Surge,,Telepathy,15,https://pokemondb.net/pokedex/tapu-lele
Tapu Bulu,,tapu-bulu,787,,,,,,Grass,Fairy,70,130,115,85,95,75,Undiscovered,,Genderless,Grassy Surge,,Telepathy,15,https://pokemondb.net/pokedex/tapu-bulu
Tapu Fini,,tapu-fini,788,,,,,,Water,Fairy,70,75,115,95,130,85,Undiscovered,,Genderless,Misty Surge,,Telepathy,15,https://pokemondb.net/pokedex/tapu-fini
Cosmog,,cosmog,789,,,,,,Psychic,,43,29,31,29,31,37,Undiscovered,,Genderless,Unaware,,,120,https://pokemondb.net/pokedex/cosmog
Cosmoem,,cosmoem,790,,,,,,Psychic,,43,29,131,29,131,37,Undiscovered,,Genderless,Sturdy,,,120,https://pokemondb.net/pokedex/cosmoem
Solgaleo,,solgaleo,791,,,,,,Psychic,Steel,137,137,107,113,89,97,Undiscovered,,Genderless,Full Metal Body,,,120,https://pokemondb.net/pokedex/solgaleo
Lunala,,lunala,792,,,,,,Psychic,Ghost,137,113,89,137,107,97,Undiscovered,,Genderless,Shadow Shield,,,120,https://pokemondb.net/pokedex/lunala
Nihilego,,nihilego,793,,,,,,Rock,Poison,109,53,47,127,131,103,Undiscovered,,Genderless,Beast Boost,,,120,https://pokemondb.net/pokedex/nihilego
Buzzwole,,buzzwole,794,,,,,,Bug,Fighting,107,139,139,53,53,79,Undiscovered,,Genderless,Beast Boost,,,120,https://pokemondb.net/pokedex/buzzwole
Pheromosa,,pheromosa,795,,,,,,Bug,Fighting,71,137,37,137,37,151,Undiscovered,,Genderless,Beast Boost,,,120,https://pokemondb.net/pokedex/pheromosa
Xurkitree,,xurkitree,796,,,,,,Electric,,83,89,71,173,71,83,Undiscovered,,Genderless,Beast Boost,,,120,https://pokemondb.net/pokedex/xurkitree
Celesteela,,celesteela,797,,,,,,Steel,Flying,97,101,103,107,101,61,Undiscovered,,Genderless,Beast Boost,,,120,https://pokemondb.net/pokedex/celesteela
Kartana,,kartana,798,,,,,,Grass,Steel,59,181,131,59,31,109,Undiscovered,,Genderless,Beast Boost,,,120,https://pokemondb.net/pokedex/kartana
Guzzlord,,guzzlord,799,,,,,,Dark,Dragon,223,101,53,97,53,43,Undiscovered,,Genderless,Beast Boost,,,120,https://pokemondb.net/pokedex/guzzlord
Necrozma,,necrozma,800,,,,,,Psychic,,97,107,101,127,89,79,Undiscovered,,Genderless,Prism Armor,,,120,https://pokemondb.net/pokedex/necrozma
Necrozma,Dusk Mane Necrozma,necrozma-dusk-mane,800,,,,,,Psychic,Steel,97,157,127,113,109,77,Undiscovered,,Genderless,Prism Armor,,,120,https://pokemondb.net/pokedex/necrozma
Necrozma,Dawn Wings Necrozma,necrozma-dawn-wings,800,,,,,,Psychic,Ghost,97,113,109,157,127,77,Undiscovered,,Genderless,Prism Armor,,,120,https://pokemondb.net/pokedex/necrozma
Necrozma,Ultra Necrozma,necrozma-ultra,800,,,,,,Psychic,Dragon,97,167,97,167,97,129,Undiscovered,,Genderless,Neuroforce,,,120,https://pokemondb.net/pokedex/necrozma
Magearna,,magearna,801,,,,,,Steel,Fairy,80,95,115,130,115,65,Undiscovered,,Genderless,Soul-Heart,,,120,https://pokemondb.net/pokedex/magearna
Marshadow,,marshadow,802,,,,,,Fighting,Ghost,90,125,80,90,90,125,Undiscovered,,Genderless,Technician,,,120,https://pokemondb.net/pokedex/marshadow
Poipole,,poipole,803,,,,,,Poison,,67,73,67,73,67,73,Undiscovered,,Genderless,Beast Boost,,,120,https://pokemondb.net/pokedex/poipole
Naganadel,,naganadel,804,,,,,,Poison,Dragon,73,73,73,127,73,121,Undiscovered,,Genderless,Beast Boost,,,120,https://pokemondb.net/pokedex/naganadel
Stakataka,,stakataka,805,,,,,,Rock,Steel,61,131,211,53,101,13,Undiscovered,,Genderless,Beast Boost,,,120,https://pokemondb.net/pokedex/stakataka
Blacephalon,,blacephalon,806,,,,,,Fire,Ghost,53,127,53,151,79,107,Undiscovered,,Genderless,Beast Boost,,,120,https://pokemondb.net/pokedex/blacephalon
Zeraora,,zeraora,807,,,,,,Electric,,88,112,75,102,80,143,Undiscovered,,Genderless,Volt Absorb,,,120,https://pokemondb.net/pokedex/zeraora
Meltan,,meltan,808,,,,,,Steel,,46,65,65,55,35,34,Undiscovered,,Genderless,Magnet Pull,,,120,https://pokemondb.net/pokedex/meltan
Melmetal,,melmetal,809,,,,,,Steel,,135,143,143,80,65,34,Undiscovered,,Genderless,Iron Fist,,,120,https://pokemondb.net/pokedex/melmetal
Grookey,,grookey,810,1,,,,,Grass,,50,65,50,40,40,65,Field,Grass,Male 7:1,Overgrow,,Grassy Surge,20,https://pokemondb.net/pokedex/grookey
Thwackey,,thwackey,811,2,,,,,Grass,,70,85,70,55,60,80,Field,Grass,Male 7:1,Overgrow,,Grassy Surge,20,https://pokemondb.net/pokedex/thwackey
Rillaboom,,rillaboom,812,3,,,,,Grass,,100,125,90,60,70,85,Field,Grass,Male 7:1,Overgrow,,Grassy Surge,20,https://pokemondb.net/pokedex/rillaboom
Scorbunny,,scorbunny,813,4,,,,,Fire,,50,71,40,40,40,69,Field,Human-Like,Male 7:1,Blaze,,Libero,20,https://pokemondb.net/pokedex/scorbunny
Raboot,,raboot,814,5,,,,,Fire,,65,86,60,55,60,94,Field,Human-Like,Male 7:1,Blaze,,Libero,20,https://pokemondb.net/pokedex/raboot
Cinderace,,cinderace,815,6,,,,,Fire,,80,116,75,65,75,119,Field,Human-Like,Male 7:1,Blaze,,Libero,20,https://pokemondb.net/pokedex/cinderace
Sobble,,sobble,816,7,,,,,Water,,50,40,40,70,40,70,Field,Water 1,Male 7:1,Torrent,,Sniper,20,https://pokemondb.net/pokedex/sobble
Drizzile,,drizzile,817,8,,,,,Water,,65,60,55,95,55,90,Field,Water 1,Male 7:1,Torrent,,Sniper,20,https://pokemondb.net/pokedex/drizzile
Inteleon,,inteleon,818,9,,,,,Water,,70,85,65,125,65,120,Field,Water 1,Male 7:1,Torrent,,Sniper,20,https://pokemondb.net/pokedex/inteleon
Skwovet,,skwovet,819,24,9,5,29,72,Normal,,70,55,55,35,35,25,Field,,Equal,Cheek Pouch,,Gluttony,20,https://pokemondb.net/pokedex/skwovet
Greedent,,greedent,820,25,10,6,30,73,Normal,,120,95,95,55,75,20,Field,,Equal,Cheek Pouch,,Gluttony,20,https://pokemondb.net/pokedex/greedent
Rookidee,,rookidee,821,21,,163,40,,Flying,,38,47,35,33,35,57,Flying,,Equal,Keen Eye,Unnerve,Big Pecks,15,https://pokemondb.net/pokedex/rookidee
Corvisquire,,corvisquire,822,22,,164,41,,Flying,,68,67,55,43,55,77,Flying,,Equal,Keen Eye,Unnerve,Big Pecks,15,https://pokemondb.net/pokedex/corvisquire
Corviknight,,corviknight,823,23,,165,42,,Flying,Steel,98,87,105,53,85,67,Flying,,Equal,Pressure,Unnerve,Mirror Armor,15,https://pokemondb.net/pokedex/corviknight
Blipbug,,blipbug,824,10,14,,,,Bug,,25,20,20,25,45,45,Bug,,Equal,Swarm,Compound Eyes,Telepathy,15,https://pokemondb.net/pokedex/blipbug
Dottler,,dottler,825,11,15,,,,Bug,Psychic,50,35,80,50,90,30,Bug,,Equal,Swarm,Compound Eyes,Telepathy,15,https://pokemondb.net/pokedex/dottler
Orbeetle,,orbeetle,826,12,16,,,,Bug,Psychic,60,45,110,80,120,90,Bug,,Equal,Swarm,Frisk,Telepathy,15,https://pokemondb.net/pokedex/orbeetle
Nickit,,nickit,827,29,,,,,Dark,,40,28,28,47,52,50,Field,,Equal,Run Away,Unburden,Stakeout,15,https://pokemondb.net/pokedex/nickit
Thievul,,thievul,828,30,,,,,Dark,,70,58,58,87,92,90,Field,,Equal,Run Away,Unburden,Stakeout,15,https://pokemondb.net/pokedex/thievul
Gossifleur,,gossifleur,829,126,,166,,,Grass,,40,40,60,40,60,10,Grass,,Equal,Cotton Down,Regenerator,Effect Spore,20,https://pokemondb.net/pokedex/gossifleur
Eldegoss,,eldegoss,830,127,,167,,,Grass,,60,50,90,80,120,60,Grass,,Equal,Cotton Down,Regenerator,Effect Spore,20,https://pokemondb.net/pokedex/eldegoss
Wooloo,,wooloo,831,34,,3,,,Normal,,42,40,55,40,45,48,Field,,Equal,Fluffy,Run Away,Bulletproof,15,https://pokemondb.net/pokedex/wooloo
